i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
339,340,492,1101,378,530,568,605,643,3015
529,340,492,378,530,1101,568,605,643,3015
645,339,604,378,1101,530,568,605,3015,643
1151,1113,1577,2184,2291,1077,970,2141,1112,1192
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
339,340,492,378,1101,530,568,605,643,3015
682,759,2735,2983,607,2733,797,911,835,2694
416,492,302,262,493,340,341,339,2934,378
340,492,339,1101,378,530,568,605,3015,643
952,912,1027,2243,914,1026,988,951,989,950
339,340,492,378,1101,530,568,605,643,3015
951,1102,1027,2206,2243,952,2204,1026,950,989
197,614,612,193,196,156,649,158,195,119
35,37,376,13,25,379,19,16,416,455
1938,2204,988,2166,951,2167,1520,1026,950,989
2243,2204,1026,1145,2168,1144,2206,1146,950,989
989,2166,3025,646,913,1026,912,950,951,988
1064,2242,2167,2166,912,1026,989,951,950,988
117,194,612,158,156,196,193,195,119,649
416,302,262,492,493,340,341,339,2934,378
2983,2694,2730,974,1577,1056,1009,970,2184,1192
1155,1152,1188,1150,1110,1310,1190,1151,1192,1114
2885,2858,37,35,2820,2851,2896,2881,2818,2902
493,339,340,492,378,530,568,605,3015,643
912,158,156,648,193,196,195,612,119,649
895,1347,858,1008,1192,1007,1310,1009,970,974
2167,951,1027,952,2206,2243,2204,1026,950,989
1152,1153,1310,1150,1155,1187,1149,1110,1151,1114
645,492,604,378,530,1101,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
1482,2167,1483,1938,1521,3033,989,1558,1976,1520
339,340,492,1101,378,530,568,605,643,3015
1155,1152,1190,1188,1187,1150,1149,1110,1151,1114
339,340,492,1101,378,530,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
339,340,492,1101,378,530,568,605,643,3015
2934,340,492,378,1101,530,568,605,643,3015
493,340,492,1101,378,530,568,605,643,3015
571,647,646,532,610,3025,988,608,570,609
1153,1152,1150,1188,2935,1151,1187,1110,1149,1114
455,302,262,492,493,340,341,339,2934,378
569,492,604,378,529,530,568,605,3015,643
2242,2243,2166,951,988,2167,2204,1026,950,989
1444,1521,1482,3033,1559,1483,1558,1406,1520,1976
339,340,492,378,1101,530,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
1006,1577,2938,895,1011,1008,1007,974,1009,970
569,872,645,604,1101,530,605,568,3015,643
493,339,340,492,530,568,378,605,3015,643
1107,952,2243,914,1114,1026,951,988,989,950
608,951,532,950,647,649,912,988,646,3025
2934,604,492,378,530,1101,568,605,643,3015
193,614,197,612,196,156,195,649,158,119
571,572,912,649,988,608,532,647,646,3025
1190,1151,1107,1149,1146,1110,1188,989,1114,950
1521,2167,2242,1482,3033,1483,1406,1558,1976,1520
2242,2166,1976,2204,1938,2167,1026,950,1520,989
340,529,492,378,1101,530,568,605,643,3015
493,339,340,492,378,530,568,605,3015,643
2934,340,492,1101,378,530,568,605,643,3015
493,340,339,492,378,530,568,605,3015,643
529,340,339,492,378,530,568,605,3015,643
988,1027,951,952,2206,2204,2243,1026,950,989
455,302,262,492,493,341,340,339,2934,378
493,455,416,262,302,340,2934,341,339,378
584,552,517,200,479,202,158,119,587,3011
529,492,604,378,1101,530,568,605,643,3015
2167,1027,952,2204,2243,988,951,1026,950,989
194,197,196,614,156,193,117,158,195,119
493,492,340,339,378,530,568,605,3015,643
645,682,607,604,872,1101,605,568,3015,643
529,492,340,339,378,530,568,605,3015,643
2934,340,492,378,530,1101,568,605,643,3015
529,339,340,492,378,530,568,605,3015,643
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
952,2167,2166,2204,2243,988,951,1026,950,989
262,416,455,492,493,341,2934,340,339,378
1155,1153,1150,2976,2935,1151,1110,1187,1149,1114
340,339,492,378,1101,530,568,605,643,3015
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
1347,1110,1164,1151,1187,1149,2976,1310,1162,1114
493,3015,455,2934,416,341,643,340,378,339
2668,2836,2751,2793,2711,2795,2831,2873,2834,2794
2553,2243,2476,912,2433,1026,989,951,988,950
2167,989,1482,1938,1483,1521,3033,1558,1976,1520
1155,1347,2976,1110,1149,1187,1310,1164,1162,1114
1152,1188,1153,1150,1151,2935,1187,1110,1149,1114
2976,1114,1165,858,974,1192,1347,1164,1162,1310
569,645,872,607,530,604,605,568,3015,643
1161,1155,2976,1346,1162,1151,1347,1114,1310,1192
1152,1310,1153,1155,1112,1110,1150,1151,1192,1114
974,1009,1231,1007,858,1577,970,2141,2184,1192
989,2167,1938,1482,1521,1483,3033,1558,1976,1520
2206,1114,2204,1379,1145,1026,1144,1146,950,989
339,340,492,378,1101,530,568,605,643,3015
339,340,492,378,1101,530,568,605,643,3015
529,340,492,378,1101,530,568,605,643,3015
262,416,455,492,493,341,2934,340,339,378
1163,1127,1354,1310,1114,1164,1391,1347,1162,2976
571,572,912,649,608,532,988,647,646,3025
262,492,416,493,455,2934,341,340,339,378
492,529,604,378,1101,530,568,605,643,3015
1151,1354,1161,1391,1114,1164,1310,1347,1162,2976
339,492,529,378,1101,530,568,605,3015,643
2935,1152,1150,1190,1151,1110,1188,1187,1149,1114
912,952,914,2243,2433,1026,951,989,988,950
952,1027,2243,1026,912,988,914,989,951,950
1392,1162,1391,1354,1187,1110,1151,1149,2976,1114
2167,1559,1521,1482,1483,3033,1406,1558,1976,1520
1192,1152,1153,1110,1150,1354,1151,1187,1149,1114
339,340,529,492,378,530,568,605,3015,643
154,155,196,194,231,119,157,195,117,193
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
2934,605,493,492,530,340,339,3015,378,643
341,3015,2934,530,493,492,339,340,643,378
1162,1153,1391,1354,1110,2976,1151,1187,1149,1114
1444,1521,1559,1482,3033,1483,1406,1558,1976,1520
2935,1151,1187,989,1110,1146,1188,1149,950,1114
122,162,202,619,200,614,3011,587,158,119
493,455,302,416,262,340,341,2934,339,378
607,645,872,604,530,1101,605,568,643,3015
569,378,645,604,530,1101,568,605,643,3015
493,492,340,339,378,530,568,605,3015,643
2597,1031,1076,1038,1113,1114,2472,2291,2938,950
584,201,122,158,119,479,619,3011,587,200
1521,1444,1482,3033,1483,1559,1558,1406,1520,1976
2206,1027,2204,952,2243,988,951,1026,950,989
988,610,571,649,572,608,532,647,646,3025
645,529,569,1101,604,530,568,605,3015,643
262,492,455,416,493,341,340,2934,339,378
610,532,646,912,951,3025,608,570,609,988
2243,953,913,1026,989,914,912,988,951,950
529,378,645,604,530,1101,568,605,643,3015
529,604,492,378,1101,530,568,605,643,3015
1107,1145,1110,1149,1144,989,1188,950,1146,1114
1151,1144,1149,1110,1145,1188,1146,989,1114,950
156,158,231,194,196,157,119,195,117,193
1153,1152,1150,1188,2935,1151,1187,1110,1149,1114
571,646,647,610,988,532,570,608,3025,609
340,604,492,378,530,1101,568,605,643,3015
952,2204,2243,2166,2167,988,951,1026,950,989
2166,1026,1521,3033,2167,1558,1938,1976,989,1520
1163,1392,1114,1127,1164,1347,1354,1391,1162,2976
951,2168,1027,952,2243,2206,2204,1026,950,989
1154,1346,1577,1009,1151,974,1310,970,1112,1192
339,340,492,1101,378,530,568,605,643,3015
340,1101,529,492,378,530,568,605,3015,643
339,340,492,1101,378,530,568,605,643,3015
2938,1031,2291,2472,1114,951,914,988,989,950
1520,912,2167,2242,2166,1026,951,989,950,988
2934,340,492,378,1101,530,568,605,643,3015
1153,2935,1152,1188,1150,1151,1110,1187,1149,1114
1153,1310,1110,1152,1190,1150,1112,1151,1114,1192
339,340,492,1101,378,530,568,605,643,3015
517,584,200,619,202,158,119,479,3011,587
604,340,492,378,530,1101,568,605,643,3015
517,200,584,619,119,158,202,479,3011,587
1230,1354,1226,1154,1151,1056,1346,1229,1112,1192
1107,1145,1149,1110,1144,989,1188,950,1146,1114
262,455,492,416,493,341,340,2934,339,378
1153,1152,1150,1188,1151,2935,1187,1110,1149,1114
950,1026,2167,1558,1521,3033,1976,1938,1520,989
1114,2243,1145,2206,1144,2168,1026,1146,950,989
1183,1414,989,1188,1417,1145,1114,1144,1379,1146
1144,2243,1188,1114,2206,1145,1146,2168,950,989
340,339,492,1101,378,530,568,605,643,3015
1153,1188,1192,1152,1187,1150,1110,1149,1151,1114
2102,1145,1190,1114,1188,1146,2168,989,1192,950
2934,340,492,378,1101,530,568,605,643,3015
721,604,873,607,949,682,835,797,911,872
1382,1153,1152,1150,1110,1151,1354,1187,1149,1114
2976,1392,1150,1153,1354,1110,1151,1187,1149,1114
1188,1144,1026,2243,1145,2206,1146,2168,950,989
1152,1190,1188,1150,1110,1146,1112,1151,1192,1114
2705,2787,2873,2703,2856,2834,2855,2820,2794,2851
1346,1155,1190,1153,1152,1112,1150,1151,1114,1192
529,492,604,378,1101,530,568,605,643,3015
2934,340,492,1101,378,530,568,605,643,3015
21,23,35,37,13,416,25,19,16,455
339,645,378,604,1101,530,568,605,3015,643
