i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
1239,1224,2935,1316,1071,1261,1223,1070,1221,1072
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1252,1250,2942,1442,1288,1139,1101,1289,1253,1215
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1264,1239,1241,1315,1203,1238,1263,1240,1355,1316
1220,1371,1181,2247,2020,2209,1221,1412,2984,1410
1288,2942,1595,1291,1252,1139,1101,1289,1253,1215
1143,1221,2247,1907,1905,2212,1410,2984,1412,2209
2248,1181,2212,2247,2020,1221,2209,2984,1412,1410
1241,1203,1250,1240,1204,1316,1355,1172,1175,643
2942,1288,1139,3037,1252,1253,1215,1291,1289,1101
610,532,608,950,3025,1026,951,609,570,988
155,116,228,571,532,153,494,573,152,345
2248,1146,1181,2212,2247,2209,1221,2984,1410,1412
403,443,519,400,520,173,518,481,364,399
2942,1442,1252,1288,1139,1291,1101,1289,1253,1215
1277,1241,1238,1317,1315,1204,1240,1203,1355,1316
77,35,2965,85,82,114,78,115,37,79
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
1315,1238,1355,1316,1277,2966,1204,1241,1203,1240
1026,2242,1294,2280,1408,1406,1444,1293,1483,1445
1484,1482,1026,2280,1293,1444,2242,1406,1445,1483
1259,2984,1220,2245,1293,2020,1410,1371,1408,1445
1907,1187,1642,1108,1146,2984,1072,1410,1221,1412
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1064,532,608,3025,950,609,570,1026,951,988
529,416,2934,341,414,531,302,339,492,493
1521,988,1444,1482,2280,1445,2242,1026,1406,1483
1026,2280,1482,1484,1444,2242,1293,1406,1445,1483
1442,1252,2942,1288,1139,1291,1289,1101,1253,1215
608,571,610,647,345,3025,494,609,573,532
1252,1139,1291,1288,1289,2942,1250,1215,1101,1253
1905,2207,1181,2167,1143,1412,1410,1221,2984,2209
2247,1642,2212,1146,1907,2209,1221,2984,1410,1412
2167,1483,1064,2091,2280,951,1406,2242,1026,988
226,74,113,2811,2773,227,72,151,3012,36
2175,1145,1905,1146,2984,1642,2212,1907,2209,1412
2175,1143,2171,1642,2984,1905,2212,1907,1412,2209
1868,2478,2175,2212,1143,2477,1905,1907,2171,2209
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
573,610,494,951,608,3025,532,570,988,609
1316,1315,1239,1238,1204,1277,2966,1241,1203,1240
2212,1905,1410,2171,1181,1221,2984,1143,1412,2209
1521,1484,1482,1444,2280,1026,2242,1445,1406,1483
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
494,950,610,951,608,532,3025,570,609,988
1252,1442,2942,1288,1291,1139,1101,1289,1253,1215
1277,1241,1315,1238,1303,1239,1316,1355,1240,1263
2247,2207,2018,1371,2020,1221,2209,1412,2984,1410
1355,1204,1315,1238,1239,1277,2966,1203,1241,1240
1252,1291,2942,1442,1288,1139,1101,1289,1253,1215
1252,1442,2942,1291,1288,1139,1101,1289,1253,1215
1315,1355,1239,1238,1203,2966,1277,1263,1241,1240
1238,1224,1264,1315,1239,1303,1240,1316,1355,1263
2011,453,529,414,341,339,531,302,492,493
913,608,3025,532,609,912,1026,950,988,951
2942,3037,1595,1139,1291,1252,1289,1253,1215,1101
1253,1289,529,1595,1101,302,339,531,492,493
2998,2845,2804,2846,2842,2880,2886,2848,2849,2811
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
3037,2942,1595,1139,1252,1291,1289,1101,1253,1215
2439,2517,1905,2516,2171,2478,2476,2438,2477,2209
1317,2991,1238,1315,1240,1303,1264,1355,1316,1263
1442,1252,2942,1288,1139,1291,1289,1101,1253,1215
1175,1212,1215,1138,1177,643,2942,1253,1250,1101
1261,1263,1412,2987,1223,1224,1337,1221,1101,1062
1252,1250,2942,1442,1288,1139,1101,1289,1253,1215
2172,2175,2171,1642,2984,1905,2212,1907,1412,2209
1595,2942,1250,1442,1288,1139,1101,1289,1253,1215
1315,1203,1238,1277,1239,1316,1241,1355,1263,1240
1241,1238,1355,1203,1072,1277,1315,1316,1239,1240
2478,2212,2438,1221,1181,2477,2171,1412,1143,2209
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1143,1181,1907,1146,2212,1410,2984,2209,1221,1412
1176,1139,1138,1177,1288,2942,1215,1101,1253,1250
799,121,116,155,152,798,1316,117,520,119
2209,2245,1220,1408,1412,2020,1371,1221,2984,1410
3037,1288,2942,1252,1139,1291,1289,1101,1253,1215
1252,1291,1442,1595,1288,1139,1101,1289,1253,1215
1277,1315,1239,1238,1241,1203,1355,1316,1263,1240
3037,1139,2011,1291,1252,1595,1289,1253,1101,1215
1293,1484,1482,1444,2280,1026,2242,1445,1406,1483
2935,1107,1072,1907,1187,1108,1146,1145,1221,1412
453,529,2011,414,341,339,302,531,492,493
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
3015,1212,1253,1175,1214,1250,1101,604,607,643
75,34,493,227,37,73,72,113,3012,36
1203,1315,1316,1238,1355,1277,1241,1239,1240,1263
1289,1100,1215,1288,2942,1062,1291,1253,1250,1101
1355,1238,1316,1315,2966,1241,1239,1203,1277,1240
2942,1252,1291,1442,1288,1139,1101,1289,1253,1215
1939,2242,2167,1293,1444,2280,1026,1483,1406,1445
2966,1238,1239,1241,1315,1355,1277,1316,1203,1240
1203,1165,1276,1353,1280,1279,1355,1315,1317,1316
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
1905,2247,2212,1143,1181,1410,1221,2984,1412,2209
1072,1145,1107,1907,2984,1108,1410,1146,1221,1412
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
2211,1642,2175,1412,1905,1143,2171,2212,1907,2209
1181,1107,1907,1146,2212,1410,2984,2209,1221,1412
2998,72,227,2847,151,3012,36,2773,2810,2811
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
2697,1595,3037,1252,2011,1291,1215,1253,1289,1101
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
2804,2667,2849,2476,2838,2881,2886,2839,2842,2880
2942,1288,1291,1252,1595,1139,1101,1289,1253,1215
1204,2966,1316,1277,1238,1355,1203,1241,1263,1240
2247,1642,1146,2212,1907,1221,2209,1410,2984,1412
2966,1277,1238,1315,1241,1355,1204,1316,1240,1203
610,950,532,1026,608,3025,951,609,570,988
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
2984,1145,1187,1107,1410,1072,1108,1146,1221,1412
1071,1145,2935,1187,1108,1107,1070,1412,1072,1221
1484,1293,1482,2280,1444,1026,2242,1406,1445,1483
113,227,72,2847,2810,151,3012,2773,36,2811
1315,2966,1277,1238,1241,1355,1204,1316,1203,1240
2666,2589,2438,2842,2880,2839,2551,2477,2667,2476
2280,2242,912,1406,2167,950,1064,951,988,1026
1288,1139,2942,3037,1252,1215,1289,1291,1253,1101
1595,1250,2942,1442,1288,1139,1101,1289,1253,1215
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
2248,2247,1907,2212,1146,2209,2984,1221,1410,1412
2942,1252,1595,1442,1288,1139,1101,1289,1253,1215
531,3012,302,2811,36,2809,2810,492,493,2773
1203,1315,1316,1238,1277,1241,1239,1355,1263,1240
1064,1444,2167,988,2242,1445,2280,1483,1406,1026
2018,2247,1371,1220,2209,1221,1412,2020,2984,1410
1291,1252,2942,1442,1288,1139,1101,1289,1253,1215
1070,1187,1410,1145,1072,1107,1108,1146,1412,1221
1315,1355,1239,1238,1203,2966,1277,1241,1263,1240
1187,1145,1072,1070,1107,1108,1146,1410,1412,1221
2764,2666,2879,2669,2551,2838,2880,2842,2839,2667
1100,3037,2942,1252,1250,1288,1289,1062,1291,1101
2175,1143,2171,1642,1905,2212,1907,2984,1412,2209
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1315,1203,1277,1239,1238,1241,1316,1355,1263,1240
1072,1145,2984,1107,1070,1108,1146,1410,1412,1221
2091,2167,951,1064,2280,1483,1406,2242,988,1026
2280,1406,2167,2242,2091,1064,950,951,1026,988
2170,1221,1181,2212,2171,1905,2984,1143,1412,2209
1238,1315,1261,1224,1316,1239,1355,1072,1240,1263
399,155,267,194,154,230,153,152,228,345
1252,2942,1595,1442,1288,1139,1101,1289,1253,1215
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
1101,2811,2808,2998,2697,2770,2773,2809,2734,2810
2987,1108,1187,1224,1337,1072,1070,1412,1223,1221
1521,1484,1444,1482,2280,1026,2242,1445,1406,1483
1252,1250,2942,1442,1288,1139,1101,1289,1253,1215
3037,1252,2942,1289,1100,1250,1288,1291,1062,1101
341,2809,2811,339,531,302,2773,2810,492,493
1442,1252,2942,1291,1288,1139,1101,1289,1253,1215
1187,1181,1145,1070,1108,1072,1146,1107,1412,1221
1595,1291,2942,1442,1288,1139,1101,1289,1253,1215
1868,1642,1143,2171,2984,1907,2212,1905,1412,2209
520,195,403,443,518,173,364,481,400,399
82,117,2965,152,155,116,114,78,79,115
2171,1905,2212,1143,1181,1410,1221,2984,1412,2209
1146,1642,1905,1410,1221,1907,2212,2984,2209,1412
1028,952,1065,2167,912,1064,950,988,1026,951
2478,2476,1412,2477,2438,2171,1221,1181,2209,1143
443,3009,403,195,481,364,518,173,400,399
453,2934,529,414,341,531,339,302,492,493
1177,1264,1138,2942,643,1175,1263,1253,1101,1250
1223,1315,1261,1224,1355,1240,1239,1316,1072,1263
2845,2804,2846,2881,2842,2848,2886,2880,2849,2811
1442,1288,1252,1595,1291,1139,1101,1289,1253,1215
400,119,195,194,155,153,196,154,399,152
2966,1238,1315,1204,1277,1241,1355,1316,1203,1240
2171,1410,1143,1907,1905,1221,2212,2984,1412,2209
1238,1355,1315,2966,1316,1239,1277,1241,1203,1240
1291,2942,1250,1442,1288,1139,1101,1289,1253,1215
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
2207,1905,1143,2247,1181,1221,1412,1410,2984,2209
2942,1252,1595,1442,1288,1139,1101,1289,1253,1215
1355,1316,1315,1238,1239,2966,1277,1203,1241,1240
1252,2942,1595,1442,1288,1139,1101,1289,1253,1215
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
2942,1252,1595,1442,1288,1139,1101,1289,1253,1215
2942,1291,1595,1442,1288,1139,1101,1289,1253,1215
2942,1252,1595,1442,1288,1139,1101,1289,1253,1215
912,532,608,950,3025,1026,609,570,951,988
1315,1355,1238,1203,2966,1241,1263,1239,1277,1240
416,529,2934,341,414,531,302,339,492,493
3037,1288,2942,1252,1139,1291,1289,1101,1253,1215
1868,2170,1907,2984,2212,1143,2171,1412,1905,2209
1482,1484,1026,2280,1293,1444,2242,1406,1445,1483
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
2942,1252,1442,1288,1291,1139,1101,1289,1253,1215
1143,1187,2212,1108,2209,1907,1146,1145,1221,1412
1442,1250,2942,1139,1291,1288,1289,1101,1253,1215
1288,2942,1291,1252,1139,1595,1101,1289,1253,1215
1642,2211,1868,1905,1412,1143,2171,2212,1907,2209
532,649,153,647,154,155,116,573,345,152
1252,2942,1250,1442,1288,1139,1101,1289,1253,1215
404,519,443,403,518,173,364,481,400,399
230,304,532,306,494,153,228,573,152,345
1149,1412,1107,1187,1108,1070,2935,1071,1221,1072
2245,1410,2207,2397,2984,1371,1940,1902,2209,2167
2247,1410,1181,2171,2212,1143,1905,2984,1412,2209
1252,1250,2942,1442,1288,1139,1101,1289,1253,1215
1252,1595,1442,1288,1291,1139,1101,1289,1253,1215
1252,2942,1595,1442,1288,1139,1101,1289,1253,1215
1442,1288,1595,1252,1139,1291,1101,1289,1253,1215
1442,2942,1288,1252,1291,1139,1101,1289,1253,1215
2170,1868,2984,1907,1143,2212,2171,1412,1905,2209
416,529,2934,341,414,531,302,339,492,493
74,227,34,71,73,113,151,3012,72,36
478,442,439,399,480,443,520,519,364,481
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1146,1410,1905,1143,1181,2212,2984,1221,2209,1412
196,119,194,153,156,114,116,154,155,152
1442,1288,1595,1252,1139,1291,1101,1289,1253,1215
1252,1291,1139,1288,1289,2942,1250,1101,1215,1253
1442,2942,1252,1288,1139,1291,1101,1289,1253,1215
1250,1291,2942,1442,1288,1139,1101,1289,1253,1215
1442,1288,1595,1252,1139,1291,1101,1289,1253,1215
1293,1484,1482,1444,2280,1026,2242,1406,1445,1483
2170,1221,2212,1181,1905,2984,2171,1143,1412,2209
1252,1253,531,1215,1595,1289,1101,2011,492,493
1355,1315,1204,1238,1239,1277,2966,1203,1241,1240
2734,1252,1442,1288,1139,1291,1101,1289,1253,1215
1484,1482,1293,2280,1026,1444,2242,1406,1445,1483
1316,1315,1238,1239,1204,1277,2966,1241,1203,1240
2772,2848,2808,2847,2770,2809,2773,2998,2811,2810
2669,2666,2842,2589,2880,2476,2477,2839,2551,2667
2670,2839,2666,2669,2589,2438,2476,2551,2667,2477
1143,2207,1181,2020,2247,1221,1412,2209,2984,1410
1316,1238,1315,1204,1239,2966,1277,1241,1203,1240
1263,1315,1355,1238,2966,1203,1239,1241,1277,1240
2966,1241,1238,1239,1277,1315,1203,1355,1316,1240
2808,2983,2770,2772,2810,2773,2809,1101,2697,2734
1241,1277,1303,1238,1315,1239,1355,1316,1240,1263
1203,1072,1277,1238,1315,1239,1316,1355,1240,1263
947,1177,1264,1138,1263,643,2942,1253,1250,1101
1143,2167,2207,1181,1371,1412,1221,2984,1410,2209
2175,1143,2984,2171,1642,1905,2212,1907,1412,2209
1595,2942,1291,1442,1288,1139,1101,1289,1253,1215
1252,1595,1291,1442,1288,1139,1101,1289,1253,1215
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
1252,531,1253,1215,1595,1289,492,493,1101,2011
1355,1315,1316,1238,1204,1277,2966,1241,1203,1240
647,155,116,153,532,494,228,573,152,345
1291,1253,1215,2809,2697,1289,2011,2773,2810,1101
1252,2942,1442,1291,1288,1139,1101,1289,1253,1215
1241,1277,1239,1238,1315,1203,1263,1355,1316,1240
1442,1252,2942,1288,1291,1139,1101,1289,1253,1215
1316,1355,1241,1238,1315,1072,1277,1239,1263,1240
2667,2516,2553,2514,2517,2209,2478,2476,2438,2477
1148,2935,1146,1187,1108,1145,1107,1070,1072,1221
1315,1238,1316,1239,1203,1355,1277,1263,1241,1240
1064,2167,2280,1026,1444,1371,1406,1293,1408,1445
1315,1355,1203,2966,1238,1277,1239,1241,1240,1263
1595,2942,1288,1252,1291,1139,1101,1289,1253,1215
156,228,230,154,114,155,153,116,345,152
1484,1293,1482,2280,1444,1026,2242,1406,1445,1483
3037,1139,2011,1291,1252,1595,1289,1253,1101,1215
3037,1139,1291,1252,2011,1595,1253,1289,1215,1101
1315,1355,1239,1204,1238,1277,2966,1203,1241,1240
1064,2242,1408,1026,2280,1444,1406,1293,1483,1445
1071,2935,1146,1187,1070,1107,1108,1072,1412,1221
1317,443,521,119,364,711,519,1316,481,520
226,492,113,493,72,151,2773,227,3012,36
1442,2942,1250,1291,1139,1288,1289,1101,1253,1215
1250,1442,2942,1291,1288,1139,1101,1289,1253,1215
1442,1595,1288,1252,1139,1291,1101,1289,1253,1215
2516,1905,2439,2171,2476,2517,2478,2438,2477,2209
444,521,443,480,368,439,364,519,481,520
1293,1484,1482,1444,2280,1026,2242,1406,1445,1483
1410,2171,1905,1181,1143,2212,2984,1221,1412,2209
154,304,306,573,267,230,153,152,228,345
1250,1252,2942,1288,1139,1291,1289,1101,1253,1215
1101,2697,2847,2011,2770,2998,2811,2809,2773,2810
3025,912,2091,1064,570,609,950,951,1026,988
1279,1031,1107,1317,1032,1069,1316,1070,1072,1221
1252,2942,1442,1288,1291,1139,1101,1289,1253,1215
1291,1250,2942,1442,1288,1139,1101,1289,1253,1215
1145,1071,2935,1187,1146,1107,1108,1072,1412,1221
1107,2212,1108,1410,1907,2984,1146,2209,1221,1412
156,228,230,114,154,345,153,155,116,152
1315,2966,1355,1072,1238,1241,1277,1239,1263,1240
573,610,494,951,570,608,3025,532,988,609
1252,2734,1442,1288,1139,1291,1101,1289,1253,1215
2247,2212,2171,1143,1410,2984,1181,2209,1412,1221
1445,2245,2209,1220,1412,2984,1408,1410,1371,1221
1239,1316,1315,1238,1277,1204,2966,1241,1203,1240
1907,1181,1143,1905,1410,1221,2212,2984,1412,2209
1265,1355,1337,1223,1261,1264,1262,1303,1224,1263
1252,1291,1595,1442,1288,1139,1101,1289,1253,1215
1442,2942,1288,1252,1291,1139,1101,1289,1253,1215
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
1108,1221,1146,1145,2171,1143,1907,2212,1412,2209
2400,2516,2171,2437,2478,1143,2477,2209,2438,2476
1252,2942,1595,1442,1288,1139,1101,1289,1253,1215
1241,1355,1277,1261,1224,1239,1262,1072,1240,1263
1337,2935,1072,1070,1146,1108,1145,1187,1412,1221
2942,1252,1442,1291,1288,1139,1101,1289,1253,1215
1316,478,439,442,443,480,364,519,520,481
1252,2942,1291,1442,1288,1139,1101,1289,1253,1215
1203,1276,443,1314,364,480,519,1316,520,481
1261,1355,1253,1101,1264,1224,1262,1303,1250,1263
1107,1145,1642,1108,2984,2209,1146,1907,1221,1412
1101,2697,2770,493,2998,2811,2011,2809,2773,2810
1149,1107,1412,1108,1187,1070,2935,1071,1221,1072
2212,2020,1143,2247,1181,2209,1221,2984,1412,1410
1410,1143,1146,1905,1221,1907,2212,2984,1412,2209
1679,2171,2175,2984,1905,2212,1642,1907,1412,2209
1107,1181,1907,1146,2212,1410,2984,2209,1221,1412
2942,1252,1442,1288,1139,1291,1101,1289,1253,1215
1355,1337,1071,1262,1223,1261,1221,1224,1072,1263
1107,1187,1223,1072,1108,1146,1070,1410,1412,1221
1252,1595,1442,1291,1288,1139,1101,1289,1253,1215
3037,1252,1098,1250,1100,1289,1288,1291,1062,1101
1262,1203,1355,1238,2966,1277,1239,1241,1240,1263
1203,2966,1316,1238,1355,1277,1241,1239,1240,1263
2248,1107,1181,2212,1146,2209,2984,1410,1221,1412
1240,1355,1071,1221,1262,1223,1261,1224,1072,1263
2592,2666,2839,2514,2589,2438,2551,2477,2667,2476
1204,1239,1355,1238,1277,2966,1203,1263,1241,1240
1252,1442,1139,1288,2734,1291,1253,1289,1101,1215
2942,1291,1595,1442,1288,1139,1101,1289,1253,1215
115,87,79,153,156,154,116,152,155,114
1252,1442,2942,1288,1139,1291,1289,1101,1253,1215
