,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
964,1623,1650,1652,1653,1655,1661,1699,1919,1963,3000
965,2048,2011,2127,2050,2124,2088,1671,1708,1709,1786
966,761,762,763,838,839,876,878,2434,2435,2473
967,2741,2715,2754,2759,2817,2856,2663,2740,2776,2953
968,1984,1155,1150,2941,668,703,704,706,745,782
969,1927,875,1411,2169,913,951,1928,1256,876,877
970,762,763,876,878,2169,2434,2435,2471,2472,2473
971,2013,2124,2127,1631,1748,2088,1708,1709,2011,2048
972,2086,1671,1708,1709,1786,2011,2048,2088,2124,2127
973,1785,948,2956,2013,1669,1748,1633,2050,1708,1709
974,1088,1121,1655,1683,1696,1697,1735,1963,2941,2952
975,1210,1215,1251,910,1177,1214,1248,1252,2050,2943
976,1633,1820,1861,2943,1252,910,1177,1248,1214,2050
977,1251,1633,1215,910,1177,1214,1248,1252,2050,2943
978,1254,2050,2943,1367,1249,1210,1177,1214,1248,1252
979,1861,1177,1214,1248,1251,1252,1254,1785,2050,2943
980,1434,1055,1739,1248,1700,1396,2961,1305,1210,1738
981,951,1689,1222,1992,1413,1726,2945,1991,1737,1954
982,1972,1249,1975,1974,910,2944,1252,1214,2050,1248
983,1035,1032,1689,1737,3005,2945,1992,1726,1991,1954
984,1222,1032,2945,1737,1689,3005,1991,1992,1726,1954
985,1235,1243,1320,1272,1282,1397,1396,1133,1319,1055
986,1823,1824,1784,2086,1026,1063,1134,2050,2124,2950
987,420,346,356,357,384,951,267,343,382,875
988,39,61,87,1,88,130,137,138,154,192
989,1991,1262,3005,1992,1737,1222,2945,1687,1726,1954
990,652,588,130,133,367,371,374,408,656,506
991,2014,1292,2943,910,1026,1367,1785,1972,1974,2050
992,1398,1133,1235,1319,1248,1210,1396,1397,1055,1738
993,138,1,5,41,43,44,61,154,156,192
994,910,1026,1214,1251,1252,1367,1633,1785,2050,2943
995,1245,1808,2994,1238,1197,1207,1272,1243,1233,1235
996,1737,1991,952,1413,913,2281,1728,951,1726,989
997,1447,1448,1484,1939,1978,2016,2207,2243,2244,2282
998,913,1643,951,1728,1413,1954,1689,1737,1991,1726
999,3005,1955,1996,2036,2936,1728,1954,1689,1687,1726
1000,1248,1669,1214,1785,1026,1365,1709,1708,1748,1367
1001,391,267,382,384,420,913,951,343,388,875
1002,455,377,456,378,418,341,380,342,2935,379
1003,1635,1939,1978,2015,2167,2207,2243,2244,2282,2931
1004,2207,2243,2244,2281,2282,2320,2931,2959,2960,3039
1005,1631,569,2088,1786,2011,2048,2767,1671,1708,1709
1006,396,403,503,538,671,707,741,744,745,3010
1007,1134,1665,1094,1627,1740,1210,1398,1057,1703,1248
1008,914,915,837,839,2472,877,762,875,876,878
1009,2936,1952,1002,1991,2036,3005,1687,1689,1726,1954
1010,875,877,913,914,2433,2471,2472,2473,2510,3011
1011,109,112,114,108,72,76,75,110,152,2933
1012,1953,1075,1113,1726,2036,1644,1916,1078,1954,1114
1013,1072,1953,1075,1693,1078,1113,1644,1916,1954,1114
1014,2561,2407,1739,653,1737,2366,1991,2600,1738,2601
1015,1861,910,1026,1177,1214,1785,1972,1974,2050,2943
1016,393,352,353,354,355,357,388,390,392,394
1017,1125,1124,1724,1087,1126,1083,1720,2952,1681,1683
1018,2366,686,3023,1222,1035,1031,1032,951,915,1991
1019,1636,1939,1978,2016,2167,2207,2243,2244,2282,2931
1020,2050,2124,1671,1708,1709,1786,2011,2048,2088,2127
1021,394,343,353,315,354,390,391,392,352,388
1022,836,912,1671,1708,1063,2767,341,1062,1026,380
1023,1661,3004,1015,1038,1343,1345,1496,782,1305,1077
1024,1035,2281,1737,952,1643,913,1954,1726,1689,1991
1025,1242,1083,1126,287,1087,2967,2952,1124,1683,1681
1026,1558,1557,1974,1365,1248,1252,1026,2050,1367,380
1027,2050,870,836,1557,1558,2013,1026,948,1975,380
1028,1724,1846,1242,2967,1810,1238,629,1391,1681,1683
1029,1496,1038,1120,1083,1058,1158,3004,1345,1305,1077
1030,110,152,376,377,378,341,342,380,2935,379
1031,951,1027,2433,2472,2510,2624,2986,3011,3024,3026
1032,532,570,376,380,494,455,530,569,454,415
1033,377,570,532,455,378,530,3016,379,380,342
1034,2844,114,152,72,76,2933,112,108,110,2984
1035,2956,1669,1671,380,1748,2013,1633,2050,1709,1708
1036,530,568,570,644,415,3016,379,380,454,569
1037,2626,2942,762,2601,2509,2472,878,2629,2586,2668
1038,1739,1059,1055,1083,1396,1092,1158,1130,1397,1077
1039,1671,949,380,1631,1026,1708,1063,341,2767,1062
1040,1092,1269,1109,1270,1130,1205,840,1397,1055,1240
1041,1183,1739,1716,1108,2952,1396,1718,1720,1738,1434
1042,1254,2943,1633,1026,2050,1251,1214,1248,1252,1367
1043,1952,1687,1693,1991,1913,1035,1689,3005,1726,1954
1044,2050,2956,1365,1669,1633,1367,1785,1708,1709,1748
1045,1661,1038,1079,1113,1305,2375,1013,1496,782,1077
1046,821,822,859,883,1078,1088,1118,1121,2941,2952
1047,577,2965,2366,953,3023,653,693,618,649,686
1048,1631,2011,1671,2088,2048,2050,1633,1748,1708,1709
1049,1995,2036,1737,1114,1953,1916,782,1954,1992,1991
1050,1701,1702,1740,2043,2082,2121,2385,2962,3004,3025
1051,840,876,878,2473,2706,2958,2987,3012,3017,3032
1052,1689,2281,951,1643,1035,952,1991,1726,913,1954
1053,835,415,1063,719,380,644,379,3016,454,569
1054,1671,3016,2956,948,2013,380,1633,2050,1709,1708
1055,1344,1347,1113,1346,1496,1305,1038,1345,3004,1077
1056,415,418,532,530,455,341,378,569,380,379
1057,1636,2243,2167,1445,1446,1939,951,2207,989,2244
1058,1774,1737,1434,1396,1163,3039,729,1720,324,1683
1059,152,339,376,377,378,341,380,342,2935,379
1060,1631,1748,2011,1671,2088,1633,2048,2050,1708,1709
1061,765,484,519,447,1055,678,485,486,487,488
1062,377,112,75,5,108,152,72,110,379,2933
1063,1015,1038,1077,1078,1079,1114,1384,1621,1655,1661
1064,804,1055,769,1205,2987,1240,488,802,765,840
1065,1088,1119,1121,1155,1681,1683,1696,1734,2941,2952
1066,1367,1558,912,2014,2013,1557,1026,1974,2050,380
1067,2511,2512,2549,2550,2513,2471,989,2472,2510,2547
1068,1720,1125,673,1085,1120,1163,1083,1087,1123,1124
1069,514,328,543,542,510,238,365,541,673,204
1070,1557,1709,1026,1558,3016,948,2050,2013,1708,380
1071,1265,1991,1217,2017,1031,1260,1294,1262,951,1256
1072,1385,1076,1687,2936,1080,1071,1075,1078,1726,1114
1073,1671,2013,2088,2011,2048,1633,1708,1748,2050,1709
1074,824,2603,1774,2366,2642,2369,2939,673,2600,2601
1075,1693,1953,1644,1992,1916,1114,1954,745,1991,782
1076,341,340,76,72,2935,75,342,152,110,2933
1077,2088,2956,2011,2048,2052,1748,1633,1708,1709,2050
1078,531,377,341,378,342,152,110,376,2933,379
1079,948,2956,1669,380,1748,2013,1633,2050,1709,1708
1080,2854,72,2818,2703,2701,2860,2740,2737,2741,2776
1081,2050,1254,1215,1974,2944,910,1633,1252,1248,1214
1082,1496,1469,1244,1038,1486,1742,1642,2961,1434,1305
1083,1953,1952,1992,2036,1991,1687,1689,3005,1726,1954
1084,1210,1282,1243,1396,1319,1320,1235,1397,1055,1738
1085,357,382,384,390,391,315,343,352,388,875
1086,1365,1252,1669,1785,1026,1214,1708,1709,1748,1367
1087,1959,1916,1080,2036,1071,1726,1991,1075,1078,1114
1088,1078,785,2530,782,744,822,824,709,2941,745
1089,1599,1939,2207,989,1483,1559,1597,1635,1636,2244
1090,109,112,114,108,76,72,75,110,152,2933
1091,1397,1233,1055,1243,1272,1210,1396,1319,1235,1738
1092,2796,2552,2669,2792,2600,2984,2561,2668,2629,2601
1093,3023,915,951,952,2396,685,686,724,913,3026
1094,1099,1747,1026,1821,1063,1134,1784,1822,2124,2950
1095,1177,1210,1214,1248,1251,1252,1254,1367,2050,2943
1096,912,1063,1633,1026,1708,1669,1367,1248,1709,2050
1097,1643,3005,2118,1687,1991,1992,1737,1726,2945,1954
1098,1026,1210,1633,2943,2050,1251,1367,1214,1248,1252
1099,2935,378,72,112,75,108,76,110,152,2933
1100,1810,1720,1955,1241,1302,1280,1278,1808,2967,1242
1101,951,2435,2942,2585,2586,989,2510,2473,2471,2472
1102,1262,1992,1035,1222,1737,1260,1032,1689,1726,1954
1103,1367,1633,910,1177,1214,1248,1251,1252,2050,2943
1104,1077,1075,2530,2037,2036,1959,1995,1991,1078,1114
1105,1720,1681,1724,1752,1280,1808,1810,1272,2967,1242
1106,1916,1952,1737,1687,1726,2036,1953,1992,1991,1954
1107,2666,2670,2629,2631,2627,2667,2706,2751,2668,2792
1108,1784,2950,2086,2124,2961,1745,1402,1742,1063,1134
1109,1952,1693,1953,2036,1916,1114,1687,1689,1726,1954
1110,1669,1330,1252,1785,1365,1026,1708,1709,1367,1748
1111,1680,1991,1496,1720,1737,1345,1718,1077,1643,1305
1112,2036,2037,1687,2118,1737,1991,2945,1992,1726,1954
1113,952,989,2433,2434,2471,2472,2473,2510,2986,3011
1114,952,989,1027,2472,2473,2510,2624,2986,3011,3026
1115,1737,1954,2450,2149,2064,745,2035,782,1991,1579
1116,824,1088,1354,783,2941,1114,782,706,745,1078
1117,130,154,161,167,169,201,202,238,239,404
1118,2956,1669,2052,1367,2050,1785,1748,1633,1709,1708
1119,1251,1252,1254,1367,1633,1748,1785,1974,2050,2943
1120,2728,2729,2730,2732,2733,2734,2735,2736,2767,2770
1121,1364,1305,1739,1992,2124,1667,1991,1434,2961,1738
1122,1939,1978,2015,2016,2167,2207,2243,2244,2282,2931
1123,1748,1252,1709,1669,1248,1708,1026,1365,1214,1367
1124,1434,1747,2086,2961,2124,1402,988,1329,1667,1063
1125,75,377,341,152,378,342,2933,2935,110,379
1126,986,948,912,2050,1026,380,3016,949,1248,1708
1127,785,667,708,824,783,1954,703,2941,782,745
1128,2956,1026,1785,1669,2050,1633,1367,1748,1709,1708
1129,1114,1031,2450,1032,2997,745,1035,1693,2064,1954
1130,664,3017,133,201,239,479,506,508,515,588
1131,5,41,43,44,61,137,138,154,156,158
1132,2188,1574,1948,2186,1724,782,1984,2064,745,1579
1133,1952,2036,1693,1687,1953,1689,1916,1114,1726,1954
1134,420,685,914,915,951,389,837,876,877,878
1135,385,733,426,685,761,703,762,876,878,2472
1136,442,443,3032,133,167,169,238,239,328,404
1137,152,456,376,377,378,342,341,380,2935,379
1138,1019,1398,1778,1740,1701,1627,1665,1702,1741,1703
1139,1120,1158,1621,1655,1696,1723,1734,1963,2941,3000
1140,75,114,76,152,112,2984,2933,72,108,110
1141,1557,569,2050,644,2013,1026,948,912,380,3016
1142,367,404,442,443,475,478,479,514,542,3032
1143,1346,3004,1077,1233,1231,1384,1458,1345,1496,1305
1144,1693,1579,2450,2188,2941,2035,1954,2064,782,745
1145,783,1158,2941,1724,745,1718,1720,784,782,2952
1146,1634,2013,2090,2050,1671,1748,1785,1633,1709,1708
1147,2127,1633,1786,2011,2050,1671,2048,2088,1708,1709
1148,1726,951,913,1260,1954,1992,1031,1032,1035,1991
1149,2050,1785,1214,2956,1669,1748,1633,1367,1709,1708
1150,1720,1278,1280,1810,1724,1242,2952,1683,2967,1681
1151,2956,1973,1937,2052,2050,1785,1748,1633,1709,1708
1152,2956,2013,1026,1367,912,1633,1669,1708,1709,2050
1153,1251,1633,1026,1709,2050,1214,1365,1252,1248,1367
1154,2956,2013,2052,1669,1785,1633,2050,1708,1709,1748
1155,2956,1026,2050,1248,1365,1214,1669,1708,1709,1367
1156,913,315,357,343,382,384,388,420,875,951
1157,1385,1078,1088,1124,1083,1114,1087,2952,1683,1681
1158,455,418,377,570,378,341,380,342,2935,379
1159,835,1063,719,415,2944,2084,380,3016,454,569
1160,2035,1951,1035,782,2064,1579,1954,1992,2366,1991
1161,1978,1597,1522,1635,1559,951,1636,2207,2244,989
1162,2013,1671,2011,2088,1633,2048,1708,1709,1748,2050
1163,2011,2124,2127,2048,2050,2088,1671,1708,1709,1786
1164,3023,2407,2562,2600,2601,2443,2485,2369,3039,653
1165,836,2050,1365,1402,988,1292,1367,1062,1026,1063
1166,910,2050,948,646,1026,1214,644,569,1248,3016
1167,744,703,2561,2941,822,2037,2366,824,1991,1954
1168,441,443,444,479,517,549,671,707,744,3017
1169,1330,2956,1669,1365,1785,1026,1708,1709,1367,1748
1170,3032,133,170,238,328,363,367,406,506,588
1171,444,503,517,671,707,741,744,745,746,3017
1172,2941,1077,1110,2936,1385,1112,1087,709,1114,1078
1173,2473,762,877,2433,2471,875,876,878,2472,2510
1174,2450,1643,2064,1031,1032,1737,1992,1035,1991,1954
1175,1026,1633,1975,2013,2050,1367,380,1709,1748,1708
1176,2956,1633,2014,2124,2088,2050,1671,1786,1708,1709
1177,2013,1748,2050,948,1633,2956,1669,1367,1709,1708
1178,1786,912,3016,874,644,341,1708,569,1671,379
1179,1367,2013,1365,1062,2050,912,380,1063,1026,3016
1180,1528,1260,1073,1072,2366,1031,1566,1035,1032,1991
1181,418,530,455,570,378,341,2935,380,342,379
1182,109,112,114,72,75,76,108,110,152,2933
1183,367,400,402,406,408,442,510,542,544,2995
1184,1671,2011,1748,2050,2127,1633,2088,1708,1709,2048
1185,1121,2025,1119,1954,1150,2149,2941,2064,782,745
1186,157,230,61,93,130,153,154,156,158,192
1187,341,2014,379,1786,3016,644,1671,569,1709,1708
1188,1703,1628,1248,2007,1553,2043,1590,1552,1210,1627
1189,1631,3016,1786,949,1248,341,569,1671,1709,1708
1190,1671,2052,2013,2090,1785,1748,2050,1708,1633,1709
1191,874,836,644,379,1062,1026,912,569,3016,380
1192,1559,1597,1635,1939,1978,2016,2207,2243,2244,2282
1193,1411,838,687,2323,951,2169,763,725,878,762
1194,570,376,455,380,377,378,341,342,2935,379
1195,706,1682,1720,1724,1126,1083,1087,1681,1683,2952
1196,2127,1671,988,912,1026,1062,1063,2692,2728,2767
1197,1939,951,1483,1636,1597,1635,2207,1559,2244,989
1198,1720,1087,1683,1083,1724,782,784,1088,745,2952
1199,152,75,379,76,110,2933,2844,112,2809,108
1200,2752,2591,2706,2627,2818,2667,2666,2715,2792,2668
1201,2598,2669,2552,2561,2586,2589,2600,2601,2629,2668
1202,1737,1726,952,1260,915,1035,913,1991,1689,1954
1203,782,1087,1088,1124,1126,1681,1683,1724,2941,2952
1204,1720,1085,1168,1125,1126,1083,1087,1683,1681,1124
1205,673,1092,1159,1123,1158,1085,1087,1130,1083,1120
1206,2734,2844,2769,645,2733,1063,2728,2984,2692,2767
1207,1661,1919,1963,2254,2263,2264,2336,2375,3000,3004
1208,1992,1422,1951,1114,1991,1723,1077,1643,1078,2952
1209,1269,1385,1396,1270,1205,1092,1130,1055,1397,1240
1210,1256,1411,1447,1678,1928,1939,1978,2056,2133,2169
1211,1952,1991,745,2997,1915,1916,1644,1693,1114,1954
1212,1785,2013,2052,2048,2011,1633,1708,1709,1748,2050
1213,1671,1748,912,2013,2956,1669,1633,2050,1708,1709
1214,2048,2050,2011,2088,2124,2127,1671,1708,1709,1786
1215,376,2933,152,380,377,341,378,342,2935,379
1216,1643,1049,2952,2977,1720,1231,1271,1085,1120,1083
1217,422,440,443,503,537,538,671,707,744,3032
1218,112,377,378,152,342,341,2935,110,2933,379
1219,2127,2124,2050,2088,1786,2048,1671,2011,1708,1709
1220,1120,1087,1092,1163,1124,2977,1158,1085,1083,1130
1221,836,874,341,1708,912,1671,1063,1062,1026,380
1222,1684,1696,1697,1720,1724,1735,1963,1993,2941,2952
1223,2557,2561,2600,2601,2603,2629,2642,2667,2668,2669
1224,517,744,710,785,443,479,709,712,673,2941
1225,1159,1158,1085,2977,1087,1163,1718,1720,1083,1124
1226,1256,1293,1144,2960,1978,2281,875,877,951,989
1227,2290,2298,2302,2304,2336,2374,2375,2412,2941,3000
1228,912,874,836,1063,379,719,644,380,569,3016
1229,41,43,44,61,130,137,138,154,156,192
1230,1483,1599,1636,1939,989,1559,1597,1635,2207,2244
1231,376,532,530,455,415,569,379,378,380,454
1232,455,454,376,377,2935,380,415,379,342,378
1233,1085,1681,1126,1087,1718,1163,2952,1083,1683,1720
1234,1144,1180,1447,877,1522,2281,1978,951,875,989
1235,1655,1075,1088,2941,1077,782,2952,745,1078,1114
1236,773,804,2473,2958,2987,2995,3009,3012,3017,3032
1237,75,112,108,377,378,152,72,110,379,2933
1238,2124,948,1558,949,988,836,380,1062,1026,1063
1239,1748,2767,1671,1026,1631,341,2048,1708,1709,1062
1240,644,379,912,1786,3016,341,569,1709,1671,1708
1241,2598,2642,2210,2668,2669,2485,2519,2557,2600,2601
1242,369,446,2958,544,329,363,506,367,408,542
1243,1636,2243,1521,2207,989,1483,1559,1597,1635,2244
1244,824,1992,2941,1579,2064,1954,2366,745,782,1991
1245,348,349,365,165,167,202,241,310,313,3032
1246,569,948,949,1062,2767,454,836,1026,1063,380
1247,72,152,377,378,341,110,342,2933,379,2935
1248,913,914,951,1027,2433,2472,2510,3011,3024,3026
1249,481,671,709,3017,403,441,673,443,479,482
1250,2086,1786,2124,2127,1671,2011,2088,1708,1709,2048
1251,1026,1669,1975,1367,948,2013,2050,1708,1709,380
1252,1916,1110,1075,2936,1112,1726,1077,1687,1078,1114
1253,1338,2936,1158,1076,1146,1078,1077,1335,1075,1114
1254,1,41,43,44,61,130,137,138,154,156
1255,1087,1681,2941,1078,1088,1683,706,782,2952,745
1256,533,536,538,571,574,2978,3011,3024,3026,3032
1257,1062,874,2086,1292,988,1063,1026,2166,2692,2767
1258,877,1922,1928,1978,2133,2169,762,876,878,1939
1259,875,876,877,1447,1678,1693,1922,1928,2133,2169
1260,1120,1271,1682,1684,2952,1049,1083,1085,1087,1126
1261,1984,1585,2029,2060,1948,1991,1693,2064,782,745
1262,1600,1627,1628,1664,1665,1702,1703,3004,1077,1626
1263,1671,912,948,2013,2956,1669,1633,2050,1709,1708
1264,912,2086,1063,836,874,569,1026,719,380,3016
1265,341,912,3016,2013,1671,2050,1026,1709,380,1708
1266,822,2369,2560,2939,2600,785,673,2485,824,2601
1267,876,878,2471,2472,2509,2510,2585,2586,2624,2942
1268,380,2013,948,1748,1669,1633,1367,2050,1708,1709
1269,1650,1655,1720,1723,1724,1963,2025,2941,2952,3000
1270,1372,1398,1077,1397,794,1305,1223,1336,1415,1628
1271,1631,912,341,2013,2956,1671,1633,2050,1709,1708
1272,406,483,515,550,367,133,328,588,656,363
1273,1671,1708,1709,1748,1786,2011,2048,2050,2088,2127
1274,133,328,369,407,408,329,363,367,542,555
1275,1343,1344,1345,1346,1347,1600,1626,1661,1663,3004
1276,1113,1051,1077,1726,1385,1071,1080,1075,1078,1114
1277,380,378,75,341,342,2935,152,2933,110,379
1278,1126,1162,1160,1158,1724,1087,1681,1720,1683,2952
1279,915,1411,1678,1244,2133,1585,2169,1922,1693,876
1280,1072,1644,1991,1566,1916,1954,1113,1078,1075,1114
1281,1953,1726,1075,1689,1113,1078,1644,1954,1916,1114
1282,824,1954,748,709,1992,783,2941,1991,782,745
1283,2086,797,2011,2048,2242,2088,1708,2013,2014,1709
1284,1158,1078,1724,1385,1718,1422,1114,1720,2952,1077
1285,1265,2941,1158,1343,1114,1340,1303,1650,1655,782
1286,2014,1786,2050,2127,1671,1708,1709,2011,2048,2088
1287,1299,2728,2692,1336,949,2008,988,1667,1628,2767
1288,1697,1718,1720,1723,1724,1919,1963,2952,2977,3000
1289,1083,1085,1087,1120,1158,1160,1655,1718,1720,2952
1290,2064,703,1885,706,2029,2060,2941,1984,745,782
1291,2077,2076,1995,2967,1996,1242,1991,1955,1726,1687
1292,2669,2752,2598,2754,2600,2629,2751,2668,2792,2601
1293,1655,1355,1496,1760,1808,1384,1422,1235,1305,1233
1294,1062,2545,1026,2735,2166,1063,720,2692,2728,2767
1295,1937,2013,1973,2052,1785,1748,2050,1709,1633,1708
1296,153,154,155,156,158,191,192,230,2928,2973
1297,1671,2050,2124,1709,2086,1248,1063,1708,1026,1062
